33,"Date:  Thu, 02 Jan 2020 23:43:04 GMT6 months ago",Game #2707450, 1.23x
34,"Date:  Thu, 02 Jan 2020 23:43:15 GMT6 months ago",Game #2707451, 499.26x
35,"Date:  Thu, 02 Jan 2020 23:44:53 GMT6 months ago",Game #2707452, 1.02x
36,"Date:  Thu, 02 Jan 2020 23:45:02 GMT6 months ago",Game #2707453, 1.65x
37,"Date:  Thu, 02 Jan 2020 23:45:17 GMT6 months ago",Game #2707454, 1.77x
38,"Date:  Thu, 02 Jan 2020 23:45:34 GMT6 months ago",Game #2707455, 200.19x
39,"Date:  Thu, 02 Jan 2020 23:46:58 GMT6 months ago",Game #2707456, 7.95x
40,"Date:  Thu, 02 Jan 2020 23:47:36 GMT6 months ago",Game #2707457, 2.57x
41,"Date:  Thu, 02 Jan 2020 23:47:58 GMT6 months ago",Game #2707458, 1.43x
42,"Date:  Thu, 02 Jan 2020 23:48:12 GMT6 months ago",Game #2707459, 1.06x
43,"Date:  Thu, 02 Jan 2020 23:48:21 GMT6 months ago",Game #2707460, 2.32x
44,"Date:  Thu, 02 Jan 2020 23:48:41 GMT6 months ago",Game #2707461, 1.39x
45,"Date:  Thu, 02 Jan 2020 23:48:54 GMT6 months ago",Game #2707462, 1.01x
46,"Date:  Thu, 02 Jan 2020 23:49:03 GMT6 months ago",Game #2707463, 3.29x
47,"Date:  Thu, 02 Jan 2020 23:49:28 GMT6 months ago",Game #2707464, 1.34x
48,"Date:  Thu, 02 Jan 2020 23:49:41 GMT6 months ago",Game #2707465, 1.12x
49,"Date:  Thu, 02 Jan 2020 23:49:51 GMT6 months ago",Game #2707466, 2.8x
0,"Date:  Thu, 02 Jan 2020 23:50:14 GMT6 months ago",Game #2707467, 4.13x
1,"Date:  Thu, 02 Jan 2020 23:50:43 GMT6 months ago",Game #2707468, 1.17x
2,"Date:  Thu, 02 Jan 2020 23:50:53 GMT6 months ago",Game #2707469, 4.98x
3,"Date:  Thu, 02 Jan 2020 23:51:25 GMT6 months ago",Game #2707470, 1.14x
4,"Date:  Thu, 02 Jan 2020 23:51:35 GMT6 months ago",Game #2707471, 8.93x
5,"Date:  Thu, 02 Jan 2020 23:52:15 GMT6 months ago",Game #2707472, 7.75x
6,"Date:  Thu, 02 Jan 2020 23:52:52 GMT6 months ago",Game #2707473, 1.29x
7,"Date:  Thu, 02 Jan 2020 23:53:04 GMT6 months ago",Game #2707474, 7.82x
8,"Date:  Thu, 02 Jan 2020 23:53:42 GMT6 months ago",Game #2707475, 17.76x
9,"Date:  Thu, 02 Jan 2020 23:54:32 GMT6 months ago",Game #2707476, 1.79x
10,"Date:  Thu, 02 Jan 2020 23:54:49 GMT6 months ago",Game #2707477, 1.52x
11,"Date:  Thu, 02 Jan 2020 23:55:03 GMT6 months ago",Game #2707478, 52.33x
12,"Date:  Thu, 02 Jan 2020 23:56:08 GMT6 months ago",Game #2707479, 20.81x
13,"Date:  Thu, 02 Jan 2020 23:57:00 GMT6 months ago",Game #2707480, 2.22x
14,"Date:  Thu, 02 Jan 2020 23:57:20 GMT6 months ago",Game #2707481, 5.39x
15,"Date:  Thu, 02 Jan 2020 23:57:53 GMT6 months ago",Game #2707482, 1x
16,"Date:  Thu, 02 Jan 2020 23:58:01 GMT6 months ago",Game #2707483, 1.93x
17,"Date:  Thu, 02 Jan 2020 23:58:19 GMT6 months ago",Game #2707484, 1.55x
18,"Date:  Thu, 02 Jan 2020 23:58:33 GMT6 months ago",Game #2707485, 1.38x
19,"Date:  Thu, 02 Jan 2020 23:58:46 GMT6 months ago",Game #2707486, 11.33x
20,"Date:  Thu, 02 Jan 2020 23:59:29 GMT6 months ago",Game #2707487, 2.69x
21,"Date:  Thu, 02 Jan 2020 23:59:52 GMT6 months ago",Game #2707488, 2.36x
22,"Date:  Fri, 03 Jan 2020 00:00:13 GMT6 months ago",Game #2707489, 1.45x
23,"Date:  Fri, 03 Jan 2020 00:00:26 GMT6 months ago",Game #2707490, 3.24x
24,"Date:  Fri, 03 Jan 2020 00:00:51 GMT6 months ago",Game #2707491, 3.1x
25,"Date:  Fri, 03 Jan 2020 00:01:16 GMT6 months ago",Game #2707492, 2.52x
26,"Date:  Fri, 03 Jan 2020 00:01:38 GMT6 months ago",Game #2707493, 1.78x
27,"Date:  Fri, 03 Jan 2020 00:01:54 GMT6 months ago",Game #2707494, 1.35x
28,"Date:  Fri, 03 Jan 2020 00:02:07 GMT6 months ago",Game #2707495, 5.97x
29,"Date:  Fri, 03 Jan 2020 00:02:41 GMT6 months ago",Game #2707496, 2.81x
30,"Date:  Fri, 03 Jan 2020 00:03:04 GMT6 months ago",Game #2707497, 1.65x
31,"Date:  Fri, 03 Jan 2020 00:03:19 GMT6 months ago",Game #2707498, 7.1x
32,"Date:  Fri, 03 Jan 2020 00:03:56 GMT6 months ago",Game #2707499, 1.51x
33,"Date:  Fri, 03 Jan 2020 00:04:10 GMT6 months ago",Game #2707500, 5.42x
34,"Date:  Fri, 03 Jan 2020 00:04:43 GMT6 months ago",Game #2707501, 2.48x
35,"Date:  Fri, 03 Jan 2020 00:05:04 GMT6 months ago",Game #2707502, 8.89x
36,"Date:  Fri, 03 Jan 2020 00:05:44 GMT6 months ago",Game #2707503, 2.71x
37,"Date:  Fri, 03 Jan 2020 00:06:07 GMT6 months ago",Game #2707504, 2.18x
38,"Date:  Fri, 03 Jan 2020 00:06:26 GMT6 months ago",Game #2707505, 5.81x
39,"Date:  Fri, 03 Jan 2020 00:07:00 GMT6 months ago",Game #2707506, 2.01x
40,"Date:  Fri, 03 Jan 2020 00:07:18 GMT6 months ago",Game #2707507, 5.14x
41,"Date:  Fri, 03 Jan 2020 00:07:50 GMT6 months ago",Game #2707508, 1.22x
42,"Date:  Fri, 03 Jan 2020 00:08:01 GMT6 months ago",Game #2707509, 2.03x
43,"Date:  Fri, 03 Jan 2020 00:08:19 GMT6 months ago",Game #2707510, 1.38x
44,"Date:  Fri, 03 Jan 2020 00:08:32 GMT6 months ago",Game #2707511, 11.7x
45,"Date:  Fri, 03 Jan 2020 00:09:16 GMT6 months ago",Game #2707512, 4.73x
46,"Date:  Fri, 03 Jan 2020 00:09:47 GMT6 months ago",Game #2707513, 6.39x
47,"Date:  Fri, 03 Jan 2020 00:10:22 GMT6 months ago",Game #2707514, 1.73x
48,"Date:  Fri, 03 Jan 2020 00:10:38 GMT6 months ago",Game #2707515, 1.44x
49,"Date:  Fri, 03 Jan 2020 00:10:52 GMT6 months ago",Game #2707516, 3.42x
0,"Date:  Fri, 03 Jan 2020 00:11:18 GMT6 months ago",Game #2707517, 1.36x
1,"Date:  Fri, 03 Jan 2020 00:11:30 GMT6 months ago",Game #2707518, 1.76x
2,"Date:  Fri, 03 Jan 2020 00:11:47 GMT6 months ago",Game #2707519, 5.22x
3,"Date:  Fri, 03 Jan 2020 00:12:19 GMT6 months ago",Game #2707520, 3.53x
4,"Date:  Fri, 03 Jan 2020 00:12:45 GMT6 months ago",Game #2707521, 3.52x
5,"Date:  Fri, 03 Jan 2020 00:13:11 GMT6 months ago",Game #2707522, 1.03x
6,"Date:  Fri, 03 Jan 2020 00:13:20 GMT6 months ago",Game #2707523, 12.84x
7,"Date:  Fri, 03 Jan 2020 00:14:05 GMT6 months ago",Game #2707524, 2.86x
8,"Date:  Fri, 03 Jan 2020 00:14:29 GMT6 months ago",Game #2707525, 2.67x
9,"Date:  Fri, 03 Jan 2020 00:14:51 GMT6 months ago",Game #2707526, 28.3x
10,"Date:  Fri, 03 Jan 2020 00:15:48 GMT6 months ago",Game #2707527, 2.14x
11,"Date:  Fri, 03 Jan 2020 00:16:07 GMT6 months ago",Game #2707528, 10.46x
12,"Date:  Fri, 03 Jan 2020 00:16:49 GMT6 months ago",Game #2707529, 2.31x
13,"Date:  Fri, 03 Jan 2020 00:17:09 GMT6 months ago",Game #2707530, 1.14x
14,"Date:  Fri, 03 Jan 2020 00:17:19 GMT6 months ago",Game #2707531, 1.03x
15,"Date:  Fri, 03 Jan 2020 00:17:28 GMT6 months ago",Game #2707532, 2.3x
16,"Date:  Fri, 03 Jan 2020 00:17:48 GMT6 months ago",Game #2707533, 8.66x
17,"Date:  Fri, 03 Jan 2020 00:18:28 GMT6 months ago",Game #2707534, 5.92x
18,"Date:  Fri, 03 Jan 2020 00:19:02 GMT6 months ago",Game #2707535, 1.33x
19,"Date:  Fri, 03 Jan 2020 00:19:14 GMT6 months ago",Game #2707536, 2.77x
20,"Date:  Fri, 03 Jan 2020 00:19:37 GMT6 months ago",Game #2707537, 14.11x
21,"Date:  Fri, 03 Jan 2020 00:20:23 GMT6 months ago",Game #2707538, 1.69x
22,"Date:  Fri, 03 Jan 2020 00:20:39 GMT6 months ago",Game #2707539, 1.31x
23,"Date:  Fri, 03 Jan 2020 00:20:51 GMT6 months ago",Game #2707540, 29.92x
24,"Date:  Fri, 03 Jan 2020 00:21:49 GMT6 months ago",Game #2707541, 1.58x
25,"Date:  Fri, 03 Jan 2020 00:22:03 GMT6 months ago",Game #2707542, 1.06x
26,"Date:  Fri, 03 Jan 2020 00:22:12 GMT6 months ago",Game #2707543, 2.73x
27,"Date:  Fri, 03 Jan 2020 00:22:35 GMT6 months ago",Game #2707544, 1.28x
28,"Date:  Fri, 03 Jan 2020 00:22:47 GMT6 months ago",Game #2707545, 1.39x
29,"Date:  Fri, 03 Jan 2020 00:23:00 GMT6 months ago",Game #2707546, 1.08x
30,"Date:  Fri, 03 Jan 2020 00:23:10 GMT6 months ago",Game #2707547, 6.16x
31,"Date:  Fri, 03 Jan 2020 00:23:44 GMT6 months ago",Game #2707548, 1.62x
32,"Date:  Fri, 03 Jan 2020 00:24:00 GMT6 months ago",Game #2707549, 68.45x
33,"Date:  Fri, 03 Jan 2020 00:25:09 GMT6 months ago",Game #2707550, 7.11x
34,"Date:  Fri, 03 Jan 2020 00:25:45 GMT6 months ago",Game #2707551, 3x
35,"Date:  Fri, 03 Jan 2020 00:26:09 GMT6 months ago",Game #2707552, 2.49x
36,"Date:  Fri, 03 Jan 2020 00:26:31 GMT6 months ago",Game #2707553, 1.12x
37,"Date:  Fri, 03 Jan 2020 00:26:41 GMT6 months ago",Game #2707554, 3.15x
38,"Date:  Fri, 03 Jan 2020 00:27:06 GMT6 months ago",Game #2707555, 2.22x
39,"Date:  Fri, 03 Jan 2020 00:27:25 GMT6 months ago",Game #2707556, 1.9x
40,"Date:  Fri, 03 Jan 2020 00:27:43 GMT6 months ago",Game #2707557, 2.01x
41,"Date:  Fri, 03 Jan 2020 00:28:01 GMT6 months ago",Game #2707558, 1.33x
42,"Date:  Fri, 03 Jan 2020 00:28:14 GMT6 months ago",Game #2707559, 3.51x
43,"Date:  Fri, 03 Jan 2020 00:28:40 GMT6 months ago",Game #2707560, 2.47x
44,"Date:  Fri, 03 Jan 2020 00:29:01 GMT6 months ago",Game #2707561, 8.63x
45,"Date:  Fri, 03 Jan 2020 00:29:41 GMT6 months ago",Game #2707562, 1.29x
46,"Date:  Fri, 03 Jan 2020 00:29:53 GMT6 months ago",Game #2707563, 2.35x
47,"Date:  Fri, 03 Jan 2020 00:30:13 GMT6 months ago",Game #2707564, 3.57x
48,"Date:  Fri, 03 Jan 2020 00:30:40 GMT6 months ago",Game #2707565, 3.86x
49,"Date:  Fri, 03 Jan 2020 00:31:08 GMT6 months ago",Game #2707566, 7.36x
0,"Date:  Fri, 03 Jan 2020 00:31:45 GMT6 months ago",Game #2707567, 1.49x
1,"Date:  Fri, 03 Jan 2020 00:31:59 GMT6 months ago",Game #2707568, 3.56x
2,"Date:  Fri, 03 Jan 2020 00:32:25 GMT6 months ago",Game #2707569, 1.19x
3,"Date:  Fri, 03 Jan 2020 00:32:36 GMT6 months ago",Game #2707570, 14.36x
4,"Date:  Fri, 03 Jan 2020 00:33:23 GMT6 months ago",Game #2707571, 11.85x
5,"Date:  Fri, 03 Jan 2020 00:34:07 GMT6 months ago",Game #2707572, 5.93x
6,"Date:  Fri, 03 Jan 2020 00:34:40 GMT6 months ago",Game #2707573, 4x
7,"Date:  Fri, 03 Jan 2020 00:35:09 GMT6 months ago",Game #2707574, 2.96x
8,"Date:  Fri, 03 Jan 2020 00:35:33 GMT6 months ago",Game #2707575, 1.26x
9,"Date:  Fri, 03 Jan 2020 00:35:44 GMT6 months ago",Game #2707576, 1.41x
10,"Date:  Fri, 03 Jan 2020 00:35:58 GMT6 months ago",Game #2707577, 1.49x
11,"Date:  Fri, 03 Jan 2020 00:36:12 GMT6 months ago",Game #2707578, 5.98x
12,"Date:  Fri, 03 Jan 2020 00:36:46 GMT6 months ago",Game #2707579, 10.9x
13,"Date:  Fri, 03 Jan 2020 00:37:28 GMT6 months ago",Game #2707580, 2.59x
14,"Date:  Fri, 03 Jan 2020 00:37:50 GMT6 months ago",Game #2707581, 6.61x
15,"Date:  Fri, 03 Jan 2020 00:38:26 GMT6 months ago",Game #2707582, 1.12x
16,"Date:  Fri, 03 Jan 2020 00:38:36 GMT6 months ago",Game #2707583, 15.51x
17,"Date:  Fri, 03 Jan 2020 00:39:23 GMT6 months ago",Game #2707584, 17.56x
18,"Date:  Fri, 03 Jan 2020 00:40:13 GMT6 months ago",Game #2707585, 1.7x
19,"Date:  Fri, 03 Jan 2020 00:40:29 GMT6 months ago",Game #2707586, 2.56x
20,"Date:  Fri, 03 Jan 2020 00:40:50 GMT6 months ago",Game #2707587, 2.05x
21,"Date:  Fri, 03 Jan 2020 00:41:09 GMT6 months ago",Game #2707588, 2.12x
22,"Date:  Fri, 03 Jan 2020 00:41:28 GMT6 months ago",Game #2707589, 1.45x
23,"Date:  Fri, 03 Jan 2020 00:41:42 GMT6 months ago",Game #2707590, 3.53x
24,"Date:  Fri, 03 Jan 2020 00:42:08 GMT6 months ago",Game #2707591, 7.71x
25,"Date:  Fri, 03 Jan 2020 00:42:46 GMT6 months ago",Game #2707592, 1.11x
26,"Date:  Fri, 03 Jan 2020 00:42:56 GMT6 months ago",Game #2707593, 1.19x
27,"Date:  Fri, 03 Jan 2020 00:43:07 GMT6 months ago",Game #2707594, 1x
28,"Date:  Fri, 03 Jan 2020 00:43:15 GMT6 months ago",Game #2707595, 4.2x
29,"Date:  Fri, 03 Jan 2020 00:43:44 GMT6 months ago",Game #2707596, 2.9x
30,"Date:  Fri, 03 Jan 2020 00:44:07 GMT6 months ago",Game #2707597, 1.54x
31,"Date:  Fri, 03 Jan 2020 00:44:22 GMT6 months ago",Game #2707598, 1.11x
32,"Date:  Fri, 03 Jan 2020 00:44:32 GMT6 months ago",Game #2707599, 1.4x
33,"Date:  Fri, 03 Jan 2020 00:44:45 GMT6 months ago",Game #2707600, 1.32x
34,"Date:  Fri, 03 Jan 2020 00:44:57 GMT6 months ago",Game #2707601, 1.36x
35,"Date:  Fri, 03 Jan 2020 00:45:10 GMT6 months ago",Game #2707602, 1.05x
36,"Date:  Fri, 03 Jan 2020 00:45:19 GMT6 months ago",Game #2707603, 1.47x
37,"Date:  Fri, 03 Jan 2020 00:45:33 GMT6 months ago",Game #2707604, 1.03x
38,"Date:  Fri, 03 Jan 2020 00:45:42 GMT6 months ago",Game #2707605, 1.42x
39,"Date:  Fri, 03 Jan 2020 00:45:55 GMT6 months ago",Game #2707606, 15.43x
40,"Date:  Fri, 03 Jan 2020 00:46:43 GMT6 months ago",Game #2707607, 219.37x
41,"Date:  Fri, 03 Jan 2020 00:48:09 GMT6 months ago",Game #2707608, 1.78x
42,"Date:  Fri, 03 Jan 2020 00:48:25 GMT6 months ago",Game #2707609, 1.88x
43,"Date:  Fri, 03 Jan 2020 00:48:43 GMT6 months ago",Game #2707610, 3.74x
44,"Date:  Fri, 03 Jan 2020 00:49:10 GMT6 months ago",Game #2707611, 1.18x
45,"Date:  Fri, 03 Jan 2020 00:49:21 GMT6 months ago",Game #2707612, 9.38x
46,"Date:  Fri, 03 Jan 2020 00:50:01 GMT6 months ago",Game #2707613, 3.13x
47,"Date:  Fri, 03 Jan 2020 00:50:26 GMT6 months ago",Game #2707614, 2.78x
48,"Date:  Fri, 03 Jan 2020 00:50:49 GMT6 months ago",Game #2707615, 13.01x
49,"Date:  Fri, 03 Jan 2020 00:51:34 GMT6 months ago",Game #2707616, 2.08x
0,"Date:  Fri, 03 Jan 2020 00:51:53 GMT6 months ago",Game #2707617, 2.19x
1,"Date:  Fri, 03 Jan 2020 00:52:12 GMT6 months ago",Game #2707618, 1.32x
2,"Date:  Fri, 03 Jan 2020 00:52:25 GMT6 months ago",Game #2707619, 2x
3,"Date:  Fri, 03 Jan 2020 00:52:43 GMT6 months ago",Game #2707620, 1.77x
4,"Date:  Fri, 03 Jan 2020 00:52:59 GMT6 months ago",Game #2707621, 1.64x
5,"Date:  Fri, 03 Jan 2020 00:53:15 GMT6 months ago",Game #2707622, 3.81x
6,"Date:  Fri, 03 Jan 2020 00:53:42 GMT6 months ago",Game #2707623, 1.79x
7,"Date:  Fri, 03 Jan 2020 00:53:59 GMT6 months ago",Game #2707624, 2.47x
8,"Date:  Fri, 03 Jan 2020 00:54:20 GMT6 months ago",Game #2707625, 1.1x
9,"Date:  Fri, 03 Jan 2020 00:54:30 GMT6 months ago",Game #2707626, 1.44x
10,"Date:  Fri, 03 Jan 2020 00:54:43 GMT6 months ago",Game #2707627, 3.43x
11,"Date:  Fri, 03 Jan 2020 00:55:09 GMT6 months ago",Game #2707628, 1.31x
12,"Date:  Fri, 03 Jan 2020 00:55:21 GMT6 months ago",Game #2707629, 1.73x
13,"Date:  Fri, 03 Jan 2020 00:55:37 GMT6 months ago",Game #2707630, 1.14x
14,"Date:  Fri, 03 Jan 2020 00:55:48 GMT6 months ago",Game #2707631, 9.56x
15,"Date:  Fri, 03 Jan 2020 00:56:29 GMT6 months ago",Game #2707632, 8.83x
16,"Date:  Fri, 03 Jan 2020 00:57:08 GMT6 months ago",Game #2707633, 2.25x
17,"Date:  Fri, 03 Jan 2020 00:57:28 GMT6 months ago",Game #2707634, 1x
18,"Date:  Fri, 03 Jan 2020 00:57:36 GMT6 months ago",Game #2707635, 1x
19,"Date:  Fri, 03 Jan 2020 00:57:45 GMT6 months ago",Game #2707636, 1.58x
20,"Date:  Fri, 03 Jan 2020 00:58:00 GMT6 months ago",Game #2707637, 2.67x
21,"Date:  Fri, 03 Jan 2020 00:58:22 GMT6 months ago",Game #2707638, 1.21x
22,"Date:  Fri, 03 Jan 2020 00:58:33 GMT6 months ago",Game #2707639, 2.51x
23,"Date:  Fri, 03 Jan 2020 00:58:55 GMT6 months ago",Game #2707640, 1.13x
24,"Date:  Fri, 03 Jan 2020 00:59:05 GMT6 months ago",Game #2707641, 1.1x
25,"Date:  Fri, 03 Jan 2020 00:59:14 GMT6 months ago",Game #2707642, 7.24x
26,"Date:  Fri, 03 Jan 2020 00:59:51 GMT6 months ago",Game #2707643, 1.51x
27,"Date:  Fri, 03 Jan 2020 01:00:05 GMT6 months ago",Game #2707644, 1.33x
28,"Date:  Fri, 03 Jan 2020 01:00:18 GMT6 months ago",Game #2707645, 7.16x
29,"Date:  Fri, 03 Jan 2020 01:00:54 GMT6 months ago",Game #2707646, 1.02x
30,"Date:  Fri, 03 Jan 2020 01:01:03 GMT6 months ago",Game #2707647, 1.02x
31,"Date:  Fri, 03 Jan 2020 01:01:11 GMT6 months ago",Game #2707648, 2.88x
32,"Date:  Fri, 03 Jan 2020 01:01:35 GMT6 months ago",Game #2707649, 1.04x
33,"Date:  Fri, 03 Jan 2020 01:01:44 GMT6 months ago",Game #2707650, 3.28x
34,"Date:  Fri, 03 Jan 2020 01:02:09 GMT6 months ago",Game #2707651, 2.9x
35,"Date:  Fri, 03 Jan 2020 01:02:33 GMT6 months ago",Game #2707652, 1.5x
36,"Date:  Fri, 03 Jan 2020 01:02:47 GMT6 months ago",Game #2707653, 16.36x
37,"Date:  Fri, 03 Jan 2020 01:03:36 GMT6 months ago",Game #2707654, 37.95x
38,"Date:  Fri, 03 Jan 2020 01:04:36 GMT6 months ago",Game #2707655, 4.97x
39,"Date:  Fri, 03 Jan 2020 01:05:08 GMT6 months ago",Game #2707656, 4.41x
40,"Date:  Fri, 03 Jan 2020 01:05:37 GMT6 months ago",Game #2707657, 1.23x
41,"Date:  Fri, 03 Jan 2020 01:05:49 GMT6 months ago",Game #2707658, 11.02x
42,"Date:  Fri, 03 Jan 2020 01:06:31 GMT6 months ago",Game #2707659, 1.36x
43,"Date:  Fri, 03 Jan 2020 01:06:44 GMT6 months ago",Game #2707660, 2.27x
44,"Date:  Fri, 03 Jan 2020 01:07:04 GMT6 months ago",Game #2707661, 1.3x
45,"Date:  Fri, 03 Jan 2020 01:07:16 GMT6 months ago",Game #2707662, 2.3x
46,"Date:  Fri, 03 Jan 2020 01:07:36 GMT6 months ago",Game #2707663, 2.03x
47,"Date:  Fri, 03 Jan 2020 01:07:55 GMT6 months ago",Game #2707664, 3.01x
48,"Date:  Fri, 03 Jan 2020 01:08:19 GMT6 months ago",Game #2707665, 2.73x
49,"Date:  Fri, 03 Jan 2020 01:08:42 GMT6 months ago",Game #2707666, 3.19x
0,"Date:  Fri, 03 Jan 2020 01:09:07 GMT6 months ago",Game #2707667, 1.03x
1,"Date:  Fri, 03 Jan 2020 01:09:16 GMT6 months ago",Game #2707668, 1.08x
2,"Date:  Fri, 03 Jan 2020 01:09:25 GMT6 months ago",Game #2707669, 1.88x
3,"Date:  Fri, 03 Jan 2020 01:09:43 GMT6 months ago",Game #2707670, 3.81x
4,"Date:  Fri, 03 Jan 2020 01:10:10 GMT6 months ago",Game #2707671, 1.8x
5,"Date:  Fri, 03 Jan 2020 01:10:27 GMT6 months ago",Game #2707672, 1.2x
6,"Date:  Fri, 03 Jan 2020 01:10:38 GMT6 months ago",Game #2707673, 1.38x
7,"Date:  Fri, 03 Jan 2020 01:10:51 GMT6 months ago",Game #2707674, 1.62x
8,"Date:  Fri, 03 Jan 2020 01:11:06 GMT6 months ago",Game #2707675, 1.55x
9,"Date:  Fri, 03 Jan 2020 01:11:21 GMT6 months ago",Game #2707676, 1.69x
10,"Date:  Fri, 03 Jan 2020 01:11:36 GMT6 months ago",Game #2707677, 2.16x
11,"Date:  Fri, 03 Jan 2020 01:11:56 GMT6 months ago",Game #2707678, 1.75x
12,"Date:  Fri, 03 Jan 2020 01:12:12 GMT6 months ago",Game #2707679, 23.19x
13,"Date:  Fri, 03 Jan 2020 01:13:06 GMT6 months ago",Game #2707680, 1.61x
14,"Date:  Fri, 03 Jan 2020 01:13:21 GMT6 months ago",Game #2707681, 3.87x
15,"Date:  Fri, 03 Jan 2020 01:13:49 GMT6 months ago",Game #2707682, 3.2x
16,"Date:  Fri, 03 Jan 2020 01:14:14 GMT6 months ago",Game #2707683, 1.08x
17,"Date:  Fri, 03 Jan 2020 01:14:23 GMT6 months ago",Game #2707684, 2.22x
18,"Date:  Fri, 03 Jan 2020 01:14:43 GMT6 months ago",Game #2707685, 2.81x
19,"Date:  Fri, 03 Jan 2020 01:15:06 GMT6 months ago",Game #2707686, 1.36x
20,"Date:  Fri, 03 Jan 2020 01:15:19 GMT6 months ago",Game #2707687, 53.14x
21,"Date:  Fri, 03 Jan 2020 01:16:25 GMT6 months ago",Game #2707688, 3.53x
22,"Date:  Fri, 03 Jan 2020 01:16:51 GMT6 months ago",Game #2707689, 5.6x
23,"Date:  Fri, 03 Jan 2020 01:17:24 GMT6 months ago",Game #2707690, 1.41x
24,"Date:  Fri, 03 Jan 2020 01:17:37 GMT6 months ago",Game #2707691, 10.85x
25,"Date:  Fri, 03 Jan 2020 01:18:20 GMT6 months ago",Game #2707692, 1.14x
26,"Date:  Fri, 03 Jan 2020 01:18:30 GMT6 months ago",Game #2707693, 2.33x
27,"Date:  Fri, 03 Jan 2020 01:18:51 GMT6 months ago",Game #2707694, 1.25x
28,"Date:  Fri, 03 Jan 2020 01:19:02 GMT6 months ago",Game #2707695, 1.25x
29,"Date:  Fri, 03 Jan 2020 01:19:14 GMT6 months ago",Game #2707696, 7.32x
30,"Date:  Fri, 03 Jan 2020 01:19:51 GMT6 months ago",Game #2707697, 25.15x
31,"Date:  Fri, 03 Jan 2020 01:20:45 GMT6 months ago",Game #2707698, 1.13x
32,"Date:  Fri, 03 Jan 2020 01:20:55 GMT6 months ago",Game #2707699, 2.62x
33,"Date:  Fri, 03 Jan 2020 01:21:17 GMT6 months ago",Game #2707700, 3.55x
34,"Date:  Fri, 03 Jan 2020 01:21:44 GMT6 months ago",Game #2707701, 1.73x
35,"Date:  Fri, 03 Jan 2020 01:22:00 GMT6 months ago",Game #2707702, 1.03x
36,"Date:  Fri, 03 Jan 2020 01:22:09 GMT6 months ago",Game #2707703, 1.19x
37,"Date:  Fri, 03 Jan 2020 01:22:20 GMT6 months ago",Game #2707704, 2.21x
38,"Date:  Fri, 03 Jan 2020 01:22:39 GMT6 months ago",Game #2707705, 1x
39,"Date:  Fri, 03 Jan 2020 01:22:48 GMT6 months ago",Game #2707706, 1.07x
40,"Date:  Fri, 03 Jan 2020 01:22:57 GMT6 months ago",Game #2707707, 2.02x
41,"Date:  Fri, 03 Jan 2020 01:23:15 GMT6 months ago",Game #2707708, 3.56x
42,"Date:  Fri, 03 Jan 2020 01:23:42 GMT6 months ago",Game #2707709, 14.91x
43,"Date:  Fri, 03 Jan 2020 01:24:29 GMT6 months ago",Game #2707710, 1.73x
44,"Date:  Fri, 03 Jan 2020 01:24:45 GMT6 months ago",Game #2707711, 1.46x
45,"Date:  Fri, 03 Jan 2020 01:24:59 GMT6 months ago",Game #2707712, 1.01x
46,"Date:  Fri, 03 Jan 2020 01:25:08 GMT6 months ago",Game #2707713, 2.06x
47,"Date:  Fri, 03 Jan 2020 01:25:26 GMT6 months ago",Game #2707714, 1.09x
48,"Date:  Fri, 03 Jan 2020 01:25:36 GMT6 months ago",Game #2707715, 1.75x
49,"Date:  Fri, 03 Jan 2020 01:25:52 GMT6 months ago",Game #2707716, 1.17x
0,"Date:  Fri, 03 Jan 2020 01:26:03 GMT6 months ago",Game #2707717, 1.56x
1,"Date:  Fri, 03 Jan 2020 01:26:17 GMT6 months ago",Game #2707718, 5.61x
2,"Date:  Fri, 03 Jan 2020 01:26:50 GMT6 months ago",Game #2707719, 1.63x
3,"Date:  Fri, 03 Jan 2020 01:27:06 GMT6 months ago",Game #2707720, 2.07x
4,"Date:  Fri, 03 Jan 2020 01:27:25 GMT6 months ago",Game #2707721, 12.55x
5,"Date:  Fri, 03 Jan 2020 01:28:09 GMT6 months ago",Game #2707722, 2.45x
6,"Date:  Fri, 03 Jan 2020 01:28:30 GMT6 months ago",Game #2707723, 3.01x
7,"Date:  Fri, 03 Jan 2020 01:28:55 GMT6 months ago",Game #2707724, 7.42x
8,"Date:  Fri, 03 Jan 2020 01:29:32 GMT6 months ago",Game #2707725, 3.31x
9,"Date:  Fri, 03 Jan 2020 01:29:57 GMT6 months ago",Game #2707726, 2.59x
10,"Date:  Fri, 03 Jan 2020 01:30:19 GMT6 months ago",Game #2707727, 1.64x
11,"Date:  Fri, 03 Jan 2020 01:30:35 GMT6 months ago",Game #2707728, 1.19x
12,"Date:  Fri, 03 Jan 2020 01:30:45 GMT6 months ago",Game #2707729, 1.14x
13,"Date:  Fri, 03 Jan 2020 01:30:56 GMT6 months ago",Game #2707730, 1.29x
14,"Date:  Fri, 03 Jan 2020 01:31:07 GMT6 months ago",Game #2707731, 3.03x
15,"Date:  Fri, 03 Jan 2020 01:31:32 GMT6 months ago",Game #2707732, 2.64x
16,"Date:  Fri, 03 Jan 2020 01:31:54 GMT6 months ago",Game #2707733, 2.7x
17,"Date:  Fri, 03 Jan 2020 01:32:17 GMT6 months ago",Game #2707734, 1.3x
18,"Date:  Fri, 03 Jan 2020 01:32:29 GMT6 months ago",Game #2707735, 4.74x
